Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Register_TestSuite,Chrome 88.0.4324.104,,,2021-02-01 14:28:30,2021-02-01 14:28:59,29.248s,FAILED
,,,,,,,
Test Cases/Register/TestRegister,Chrome 88.0.4324.104,,,2021-02-01 14:28:31,2021-02-01 14:28:59,28.415s,FAILED
"runFeatureFile(""Include/features/registerBigC/Register.feature"")",Chrome 88.0.4324.104,,,2021-02-01 14:28:31,2021-02-01 14:28:47,15.750s,FAILED
